Location,Area_sqft,BHK,Bathrooms,Floor,Total_Floors,Age_of_Property,Parking,Lift,Actual_Price,Price_per_sqft
Airoli,885.97,1.0,3.0,16.0,11.0,6.5,1,0,8762405.0,9890.1825118232
Vashi,865.93,2.0,2.0,23.0,16.0,4.9,0,1,11887878.0,13728.45149146005
Cbd Belapur,812.98,1.0,2.0,18.0,13.0,9.0,0,1,11024796.0,13560.968289502816
Vashi,1152.91,3.0,4.0,34.0,28.0,14.4,0,0,19898913.0,17259.727992644697
Kharghar,1001.45,1.0,3.0,29.0,10.0,5.9,0,0,17826024.0,17800.21369014928
Vashi,904.02,3.0,3.0,23.0,15.0,0.9,0,0,16220863.0,17943.03555231079
Vashi,1332.58,2.0,2.0,14.0,23.0,4.3,1,0,22302081.0,16736.01659937865
Nerul,1295.41,1.0,3.0,17.0,14.0,9.0,0,0,15648511.0,12079.967732223773
Nerul,1249.96,2.0,3.0,9.0,21.0,9.7,1,1,18065779.0,14453.08569874236
Panvel,1578.92,4.0,3.0,6.0,28.0,5.3,0,0,18509137.0,11722.656626048185
Ulwe,761.7,2.0,3.0,12.0,3.0,14.7,1,0,10167163.0,13347.988709465668
Belapur,60.21,3.0,4.0,30.0,2.0,14.8,1,0,1799075.0,29880.003321707358
Cbd Belapur,861.35,2.0,4.0,11.0,31.0,9.7,0,1,13914219.0,16153.966448017647
Panvel,593.07,1.0,1.0,5.0,21.0,10.4,0,1,8509565.0,14348.33156288465
Cbd Belapur,871.23,2.0,2.0,25.0,28.0,6.7,0,0,10038736.0,11522.486599405438
Nerul,1459.48,2.0,3.0,11.0,5.0,14.3,0,0,19616834.0,13440.97486776112
Panvel,1177.91,3.0,1.0,30.0,32.0,10.7,1,1,20997052.0,17825.68447504478
Airoli,1497.45,2.0,2.0,12.0,20.0,2.0,0,0,20374993.0,13606.459648068383
Ghansoli,431.9,1.0,3.0,30.0,16.0,0.9,0,1,4494942.0,10407.367446168095
Panvel,538.76,3.0,3.0,3.0,36.0,7.4,1,1,11802204.0,21906.236543173214
Kharghar,465.18,2.0,3.0,16.0,26.0,21.0,1,1,8693883.0,18689.288017541596
Vashi,1049.31,3.0,3.0,22.0,7.0,1.8,1,1,21147615.0,20153.829659490522
Panvel,1106.71,1.0,2.0,17.0,19.0,4.0,0,0,10767818.0,9729.575046760217
Airoli,985.19,4.0,2.0,19.0,26.0,6.3,1,0,12337287.0,12522.748911377501
Panvel,972.85,3.0,1.0,1.0,14.0,9.7,0,0,17219680.0,17700.241558308062
Kharghar,1243.72,2.0,3.0,17.0,17.0,4.1,0,0,11616604.0,9340.208407036953
Ghansoli,1176.62,2.0,1.0,19.0,37.0,4.1,0,1,14966266.0,12719.710696741515
Nerul,864.4,2.0,4.0,16.0,12.0,7.7,1,1,12889170.0,14911.11753817677
Vashi,328.75,4.0,3.0,16.0,10.0,6.2,1,1,3441707.0,10469.07072243346
Belapur,871.41,2.0,3.0,1.0,3.0,6.8,0,1,8026538.0,9210.977610998267
Airoli,559.5,4.0,1.0,29.0,17.0,4.9,1,1,10432679.0,18646.43252904379
Ulwe,1835.01,2.0,4.0,9.0,26.0,5.8,0,1,29402733.0,16023.20041852633
Ghansoli,624.1,3.0,2.0,21.0,23.0,9.1,0,0,10160408.0,16280.096138439352
Kharghar,791.34,1.0,1.0,26.0,28.0,10.9,1,1,12913439.0,16318.445927161523
Vashi,1128.23,2.0,2.0,7.0,5.0,19.2,1,0,15299360.0,13560.497416306958
Nerul,1085.34,2.0,3.0,13.0,15.0,4.5,1,1,17406592.0,16037.916229015793
Nerul,1432.25,4.0,1.0,18.0,27.0,10.1,0,0,21189281.0,14794.401117123407
Cbd Belapur,674.32,2.0,1.0,25.0,24.0,0.4,0,0,10738258.0,15924.572903072723
Ghansoli,1190.85,2.0,3.0,16.0,23.0,8.4,1,0,16316427.0,13701.496410127222
Panvel,536.02,2.0,3.0,5.0,9.0,6.9,1,1,7495341.0,13983.323383455841
Kharghar,762.6,4.0,2.0,12.0,18.0,3.4,0,0,11456526.0,15022.981904012588
Kharghar,738.32,1.0,4.0,17.0,30.0,2.8,0,0,10872850.0,14726.473615776356
Belapur,819.15,1.0,3.0,5.0,4.0,1.7,0,0,15715798.0,19185.49472013673
Nerul,771.53,2.0,1.0,5.0,26.0,3.3,0,0,6937912.0,8992.40729459645
Kharghar,269.11,4.0,3.0,31.0,38.0,5.2,0,0,4625028.0,17186.384749730594
Panvel,749.9,2.0,3.0,16.0,29.0,4.9,0,1,11101188.0,14803.557807707695
Belapur,479.03,1.0,3.0,34.0,10.0,5.5,0,0,7851956.0,16391.365885226394
Nerul,1742.61,4.0,1.0,15.0,9.0,5.3,1,1,29243559.0,16781.470897102623
Cbd Belapur,1113.63,2.0,3.0,29.0,23.0,12.0,1,0,13768310.0,12363.451056455015
Cbd Belapur,720.62,2.0,2.0,7.0,9.0,10.1,1,0,6993612.0,9704.992922760955
Cbd Belapur,1751.36,1.0,3.0,7.0,18.0,13.8,0,1,26147998.0,14930.110314270054
Ghansoli,1146.58,2.0,3.0,33.0,36.0,6.6,0,0,15107986.0,13176.56508922186
Kharghar,1733.34,3.0,4.0,29.0,35.0,5.3,1,0,18010049.0,10390.372921642609
Nerul,1517.57,2.0,3.0,23.0,19.0,16.8,0,0,22915451.0,15100.094888538915
Nerul,1498.04,4.0,3.0,21.0,12.0,15.2,0,0,27602041.0,18425.436570452057
Belapur,751.61,2.0,1.0,16.0,24.0,7.0,0,1,14030269.0,18666.953606258565
Belapur,1109.62,3.0,1.0,33.0,36.0,0.1,0,0,16939131.0,15265.704475405997
Nerul,972.7,3.0,3.0,7.0,12.0,8.7,0,0,17526707.0,18018.615194818547
Kharghar,922.75,1.0,1.0,19.0,22.0,10.2,0,0,12742713.0,13809.496613383906
Vashi,834.58,3.0,3.0,22.0,11.0,3.3,0,0,12206855.0,14626.344987898105
Nerul,1252.54,1.0,3.0,25.0,31.0,0.5,0,0,15641549.0,12487.863860635189
Ulwe,513.91,4.0,1.0,29.0,27.0,7.1,1,0,6003126.0,11681.27882314024
Ghansoli,1039.64,1.0,4.0,7.0,10.0,8.1,0,1,10786403.0,10375.132738255548
Nerul,1201.04,2.0,3.0,2.0,32.0,2.6,1,0,15303677.0,12742.021081729168
Belapur,1212.62,3.0,3.0,32.0,26.0,2.2,0,1,17028146.0,14042.441985123123
Vashi,957.75,4.0,4.0,30.0,21.0,5.9,1,0,19508623.0,20369.22265726964
Cbd Belapur,1051.2,3.0,1.0,3.0,19.0,4.3,1,0,17889824.0,17018.47792998478
Nerul,1340.52,2.0,4.0,9.0,29.0,0.7,0,0,14726344.0,10985.54590755826
Cbd Belapur,1155.78,4.0,3.0,0.0,30.0,12.3,1,0,19635764.0,16989.18825381993
Vashi,481.51,3.0,3.0,27.0,29.0,21.6,0,0,7556975.0,15694.326182218438
Cbd Belapur,536.25,2.0,2.0,31.0,1.0,3.7,0,1,7336613.0,13681.329603729604
Belapur,812.92,2.0,3.0,6.0,18.0,4.4,0,1,11491385.0,14135.935885449984
Nerul,941.19,2.0,3.0,25.0,1.0,24.1,1,0,14096747.0,14977.578384810717
Nerul,537.94,2.0,1.0,0.0,29.0,1.5,0,1,10669516.0,19834.026099565006
Ghansoli,948.56,3.0,2.0,16.0,16.0,1.0,0,0,16148827.0,17024.570928565405
Panvel,130.82,4.0,4.0,19.0,27.0,2.4,1,1,2440329.0,18654.097232839016
Belapur,671.78,4.0,2.0,8.0,4.0,7.7,1,0,13134728.0,19552.127184494926
Nerul,1478.17,2.0,4.0,11.0,1.0,2.8,1,1,17535900.0,11863.249829180675
Cbd Belapur,738.38,2.0,4.0,5.0,32.0,12.8,0,1,7334706.0,9933.511200195022
Ghansoli,1106.45,4.0,2.0,1.0,38.0,15.0,1,0,16759115.0,15146.74409146369
Kharghar,1077.91,1.0,1.0,4.0,1.0,1.6,1,0,19994914.0,18549.70637622807
Ulwe,725.76,3.0,3.0,0.0,13.0,6.3,0,0,13645559.0,18801.751267636686
Airoli,1267.72,2.0,4.0,7.0,33.0,6.9,1,0,20385956.0,16080.803331966048
Belapur,175.06,2.0,3.0,26.0,19.0,0.5,0,1,2535138.0,14481.537758482806
Ulwe,775.49,2.0,3.0,6.0,36.0,14.3,1,0,11048474.0,14247.087647809773
Nerul,955.2,3.0,3.0,19.0,27.0,16.7,1,0,14886586.0,15584.784338358459
Belapur,1409.71,2.0,4.0,0.0,18.0,3.8,0,0,14129760.0,10023.16788559349
Cbd Belapur,1141.53,1.0,4.0,32.0,9.0,12.1,0,0,12758563.0,11176.721592949812
Ulwe,993.76,3.0,1.0,10.0,18.0,12.4,0,0,17559153.0,17669.410119143457
Vashi,812.92,3.0,3.0,27.0,18.0,5.8,1,1,15589703.0,19177.413521625745
Nerul,686.7,1.0,3.0,26.0,31.0,9.0,1,0,10164198.0,14801.511577107907
Kharghar,957.85,2.0,2.0,26.0,16.0,12.0,0,0,9952788.0,10390.75846948896
Nerul,907.67,1.0,4.0,27.0,32.0,5.3,1,1,15721232.0,17320.427027443897
Ghansoli,1493.15,2.0,3.0,1.0,6.0,5.4,0,0,24482831.0,16396.765897599034
Vashi,703.71,1.0,1.0,0.0,13.0,3.7,0,0,7189212.0,10216.157223856417
Belapur,820.04,3.0,2.0,12.0,5.0,7.6,1,0,11720333.0,14292.391834544656
Vashi,32.42,1.0,1.0,19.0,5.0,9.8,0,1,876660.0,27040.7156076496
Ghansoli,1301.13,2.0,3.0,1.0,17.0,12.7,1,1,17811073.0,13688.92654846172
Panvel,1232.6,2.0,2.0,29.0,14.0,7.9,0,1,14368004.0,11656.663962355997
Nerul,1441.12,2.0,1.0,16.0,38.0,10.9,1,0,17174446.0,11917.42949927834
Kharghar,539.39,3.0,2.0,21.0,6.0,8.8,0,1,7163637.0,13280.997052225663
Vashi,902.31,2.0,1.0,21.0,3.0,13.5,0,0,10600170.0,11747.813944209862
Panvel,1208.02,2.0,3.0,18.0,24.0,7.9,1,1,15879468.0,13145.037333818977
Kharghar,902.06,2.0,1.0,11.0,32.0,8.7,0,0,14331140.0,15887.125024942909
Nerul,1155.75,2.0,2.0,21.0,23.0,2.9,1,1,12574221.0,10879.706683971448
Airoli,1555.2,4.0,3.0,10.0,35.0,16.4,1,1,29630017.0,19052.222865226337
Vashi,1183.07,1.0,3.0,23.0,29.0,5.3,0,0,18963563.0,16029.113239284236
Kharghar,542.45,2.0,3.0,9.0,12.0,6.6,0,1,8551916.0,15765.353488800809
Nerul,950.28,2.0,1.0,24.0,33.0,13.9,1,1,10845967.0,11413.443406153976
Airoli,479.34,2.0,3.0,11.0,33.0,13.6,0,1,4790592.0,9994.141945174615
Panvel,1384.07,1.0,1.0,33.0,6.0,8.0,1,1,17646982.0,12750.064664359463
Belapur,615.94,4.0,3.0,3.0,34.0,20.5,0,0,7564334.0,12280.959184336136
Kharghar,6227.62,2.0,2.0,2.0,36.0,11.7,1,0,57502162.0,9233.408910627173
Kharghar,1306.21,2.0,4.0,5.0,10.0,10.2,1,1,23097186.0,17682.597744619932
Kharghar,1304.92,4.0,1.0,28.0,13.0,3.4,0,1,19342196.0,14822.514790178708
Panvel,471.88,2.0,3.0,0.0,30.0,16.7,0,1,6855526.0,14528.113079596507
Ulwe,1074.24,2.0,1.0,32.0,26.0,1.8,0,0,14449023.0,13450.46079088472
Nerul,1412.94,1.0,3.0,14.0,8.0,15.7,0,0,13687297.0,9687.104194091751
Panvel,501.39,2.0,2.0,17.0,39.0,12.3,1,0,5210644.0,10392.397135962026
Ghansoli,488.6,1.0,2.0,20.0,9.0,9.6,0,0,4765942.0,9754.281620957838
Vashi,1082.77,2.0,3.0,15.0,28.0,25.6,0,0,18186887.0,16796.629939876428
Panvel,1264.32,2.0,3.0,30.0,18.0,10.6,1,1,20240623.0,16009.098171349026
Kharghar,1285.03,2.0,1.0,15.0,24.0,3.1,0,0,17136956.0,13335.841186587084
Airoli,290.41,2.0,3.0,34.0,37.0,11.4,0,0,3551549.0,12229.430804724354
Ghansoli,788.68,2.0,3.0,4.0,32.0,8.5,1,1,9049418.0,11474.131460161283
Panvel,374.64,2.0,1.0,6.0,36.0,4.9,0,0,6009786.0,16041.495836002563
Kharghar,824.79,1.0,3.0,24.0,20.0,1.6,0,0,8861122.0,10743.488645594636
Panvel,881.21,2.0,3.0,6.0,37.0,18.6,0,0,10785257.0,12239.145039207453
Panvel,71.49,2.0,1.0,16.0,31.0,9.4,1,0,1389980.0,19442.99902084208
Airoli,1167.21,4.0,3.0,28.0,12.0,6.6,1,0,14350286.0,12294.519409532131
Panvel,1441.59,2.0,1.0,34.0,16.0,4.2,0,0,18920771.0,13124.932192925868
Vashi,637.49,4.0,3.0,7.0,15.0,2.9,1,0,10356708.0,16246.071310922523
Ulwe,215.72,2.0,1.0,12.0,19.0,10.0,0,0,2372166.0,10996.504728351567
Belapur,1497.45,2.0,2.0,6.0,3.0,2.2,1,0,15314962.0,10227.361180673812
Kharghar,1245.29,2.0,2.0,26.0,10.0,12.2,0,0,13660148.0,10969.451292470027
Panvel,1858.97,2.0,4.0,17.0,11.0,13.3,0,1,23013125.0,12379.503165731561
Ulwe,383.69,2.0,4.0,13.0,37.0,15.8,0,0,5828905.0,15191.704240402409
Vashi,1032.91,1.0,2.0,9.0,32.0,8.4,0,0,15611363.0,15113.962494312185
Nerul,1160.79,2.0,4.0,2.0,25.0,8.0,1,0,16606373.0,14306.09584851696
Vashi,1188.09,3.0,3.0,17.0,9.0,16.4,1,0,14858837.0,12506.491090742285
Panvel,1298.03,3.0,2.0,34.0,19.0,11.0,0,0,26109632.0,20114.813987350062
Kharghar,379.59,2.0,3.0,26.0,11.0,10.4,0,0,4107489.0,10820.85671382281
Belapur,847.08,4.0,4.0,23.0,27.0,2.3,1,0,11916932.0,14068.248571563488
Nerul,1408.41,4.0,3.0,0.0,11.0,3.3,1,0,21200201.0,15052.577729496381
Ulwe,1462.5,1.0,4.0,0.0,25.0,5.3,1,1,17969921.0,12287.12547008547
Kharghar,923.56,3.0,3.0,11.0,30.0,2.3,1,1,10377808.0,11236.74477023691
Ulwe,1163.68,2.0,3.0,20.0,34.0,3.6,0,0,13165801.0,11313.935961776433
Panvel,1010.56,1.0,4.0,11.0,33.0,9.8,1,1,16600369.0,16426.90092621913
Nerul,832.28,3.0,2.0,24.0,30.0,9.8,0,0,16055533.0,19291.023453645408
Nerul,1633.59,2.0,2.0,16.0,18.0,11.1,0,0,16023023.0,9808.472750200479
Kharghar,1248.83,2.0,4.0,3.0,25.0,16.4,0,0,18188400.0,14564.352233690735
Airoli,831.8,3.0,3.0,4.0,37.0,7.4,1,1,15434182.0,18555.15989420534
Kharghar,1188.37,2.0,4.0,14.0,11.0,6.4,0,1,12515195.0,10531.395945707147
Panvel,519.45,4.0,1.0,0.0,24.0,4.0,1,0,8390668.0,16152.98488786216
Ghansoli,1617.96,2.0,3.0,12.0,22.0,10.4,0,0,23274104.0,14384.845113599842
Nerul,1299.13,2.0,3.0,26.0,35.0,2.2,1,0,12745896.0,9811.101275468967
Kharghar,740.29,2.0,2.0,25.0,11.0,11.6,0,0,11929283.0,16114.337624444475
Panvel,389.05,1.0,2.0,30.0,4.0,20.5,0,1,4299837.0,11052.144968513045
Airoli,977.35,2.0,3.0,16.0,15.0,2.5,0,0,11692109.0,11963.07259425999
Panvel,1029.36,2.0,3.0,24.0,39.0,7.9,0,0,15556210.0,15112.506800341962
Nerul,1080.34,1.0,1.0,32.0,21.0,15.3,0,0,13940353.0,12903.671992150621
Kharghar,1792.06,3.0,3.0,11.0,20.0,0.7,0,1,28374745.0,15833.59095119583
Ghansoli,576.05,2.0,1.0,10.0,4.0,6.7,0,0,9218165.0,16002.369585973442
Cbd Belapur,991.69,2.0,1.0,27.0,2.0,0.9,0,1,19350569.0,19512.71970071292
Ghansoli,1168.63,3.0,3.0,24.0,19.0,12.6,0,0,24371117.0,20854.433824221524
Nerul,996.27,2.0,3.0,16.0,19.0,15.1,1,1,13948821.0,14001.044897467555
Nerul,1502.06,2.0,3.0,3.0,6.0,20.2,1,1,26499671.0,17642.21868633743
Ghansoli,1638.86,2.0,4.0,20.0,26.0,3.4,0,1,24329491.0,14845.374833725884
Panvel,618.72,3.0,2.0,26.0,30.0,4.1,0,0,10293266.0,16636.388026894234
Ghansoli,948.56,3.0,2.0,16.0,16.0,1.0,0,0,16148827.0,17024.570928565405
Belapur,670.16,2.0,4.0,14.0,23.0,6.7,0,0,9374768.0,13988.850423779397
Nerul,587.2,3.0,3.0,29.0,9.0,9.1,1,0,6787963.0,11559.88249318801
Panvel,781.17,1.0,2.0,7.0,36.0,8.2,0,1,8288742.0,10610.676293252429
Panvel,1206.76,2.0,1.0,15.0,5.0,1.8,1,1,11736338.0,9725.494713116113
Cbd Belapur,866.39,1.0,3.0,31.0,39.0,11.2,0,1,11461874.0,13229.46248225395
Belapur,898.44,2.0,4.0,5.0,30.0,10.0,0,1,15151238.0,16863.93971773296
Nerul,1447.29,2.0,3.0,8.0,39.0,12.2,0,0,26774092.0,18499.46589833413
Panvel,1123.91,4.0,4.0,19.0,30.0,10.9,1,0,22734889.0,20228.389283839453
Nerul,1283.69,3.0,3.0,8.0,16.0,9.6,1,1,21057553.0,16403.923844541907
Ghansoli,373.41,4.0,3.0,27.0,9.0,6.7,0,0,5265649.0,14101.52111619935
Vashi,572.78,2.0,1.0,20.0,4.0,16.4,1,0,9205142.0,16070.99060721394
Airoli,1539.62,4.0,4.0,30.0,14.0,5.9,0,0,26567934.0,17256.163209103546
Kharghar,890.89,2.0,3.0,33.0,16.0,5.3,0,1,15336455.0,17214.7571529594
Ghansoli,935.67,2.0,2.0,19.0,26.0,17.4,1,0,12623654.0,13491.566471084892
Kharghar,1325.99,2.0,3.0,14.0,13.0,5.7,1,1,16492796.0,12438.099834840383
Belapur,1142.0,1.0,3.0,16.0,19.0,16.5,1,0,15613453.0,13672.025394045535
Vashi,1163.79,2.0,3.0,30.0,18.0,7.2,0,1,12224124.0,10503.719743252648
Ghansoli,1058.39,2.0,3.0,1.0,34.0,9.8,1,0,14173572.0,13391.63446366651
Panvel,1031.81,2.0,1.0,5.0,19.0,5.0,1,0,10638015.0,10310.052238299688
Vashi,906.74,2.0,2.0,25.0,24.0,14.7,0,1,14844229.0,16370.987273088205
Airoli,182.13,2.0,4.0,20.0,8.0,7.9,0,0,2814011.0,15450.562784824027
Kharghar,1222.54,2.0,4.0,27.0,7.0,1.1,0,0,19693348.0,16108.551049454414
Kharghar,252.17,4.0,4.0,15.0,34.0,2.5,0,0,4765899.0,18899.547924019513
Airoli,1416.32,1.0,3.0,5.0,10.0,6.8,1,1,25634365.0,18099.27488138274
Vashi,1405.95,2.0,2.0,20.0,33.0,15.9,1,1,18405870.0,13091.41150112024
Kharghar,1589.46,2.0,3.0,16.0,24.0,11.4,1,0,15818773.0,9952.293860808073
Ghansoli,176.68,3.0,4.0,18.0,20.0,14.4,1,0,3153927.0,17851.06973058637
Nerul,1154.57,2.0,3.0,8.0,12.0,9.9,0,0,18397192.0,15934.236988662447
Panvel,1616.89,2.0,3.0,1.0,9.0,17.1,1,0,23624001.0,14610.765729270388
Airoli,549.35,2.0,3.0,25.0,21.0,6.3,1,1,8244627.0,15007.967598070447
Airoli,668.21,1.0,3.0,8.0,34.0,3.6,1,0,10295079.0,15406.951407491655
Vashi,1355.47,4.0,4.0,20.0,34.0,1.4,1,1,19070710.0,14069.444546909928
Ghansoli,603.14,2.0,2.0,15.0,11.0,11.7,0,0,5885009.0,9757.28520741453
Panvel,1296.08,1.0,3.0,16.0,12.0,9.0,0,1,21785064.0,16808.425405839145
Airoli,323.46,2.0,3.0,31.0,34.0,0.1,0,0,4305282.0,13310.090892227789
Nerul,826.98,3.0,1.0,13.0,1.0,10.7,1,1,13655278.0,16512.22278652446
Belapur,1245.86,2.0,4.0,28.0,32.0,3.5,0,0,12193175.0,9786.95439294945
Vashi,1920.59,2.0,2.0,11.0,4.0,4.6,0,1,34287452.0,17852.56197314367
Vashi,944.12,3.0,3.0,6.0,33.0,9.6,1,1,14188597.0,15028.383044528238
Panvel,1362.37,3.0,3.0,28.0,2.0,6.3,1,0,18267211.0,13408.406673664278
Vashi,71.94,2.0,1.0,32.0,26.0,16.8,0,1,741093.0,10301.542952460384
Panvel,1193.49,3.0,1.0,8.0,21.0,4.7,0,0,15118988.0,12667.879915206662
Nerul,562.32,1.0,3.0,20.0,9.0,11.3,0,0,7803921.0,13878.078318395219
Panvel,1367.0,2.0,1.0,2.0,22.0,6.7,1,0,19265645.0,14093.376005852231
Kharghar,1567.12,3.0,4.0,26.0,7.0,6.0,1,0,21212751.0,13536.136990147532
Ghansoli,823.96,4.0,3.0,11.0,10.0,13.6,1,0,12669980.0,15376.935773581241
Airoli,814.19,2.0,2.0,19.0,32.0,13.8,0,1,8680166.0,10661.10613001879
Ghansoli,118.15,2.0,4.0,30.0,30.0,12.1,1,0,1377617.0,11659.898434193821
Kharghar,1527.51,2.0,4.0,11.0,35.0,7.5,1,0,27057843.0,17713.69287271442
Panvel,1541.63,4.0,3.0,4.0,15.0,11.7,0,0,25078759.0,16267.690042357763
Nerul,1624.64,2.0,1.0,16.0,22.0,6.0,0,1,22972974.0,14140.347400039393
Panvel,845.99,2.0,2.0,16.0,22.0,2.7,1,1,9819163.0,11606.7128453055
Nerul,932.1,3.0,3.0,13.0,2.0,1.8,1,0,12545862.0,13459.781139362729
Cbd Belapur,505.07,2.0,4.0,28.0,1.0,1.0,0,0,6497586.0,12864.723701665116
Nerul,1168.69,3.0,3.0,4.0,37.0,4.6,0,1,16099314.0,13775.521310184908
Vashi,1590.43,2.0,2.0,22.0,26.0,13.4,0,1,18051734.0,11350.222266934099
Ulwe,1019.58,2.0,3.0,9.0,9.0,4.3,0,0,14783670.0,14499.764608956628
Cbd Belapur,1102.77,4.0,1.0,13.0,14.0,10.6,1,1,18729855.0,16984.371174406268
Panvel,5770.31,4.0,2.0,6.0,17.0,15.6,0,0,64367077.0,11154.873308366448
Panvel,821.3,1.0,4.0,31.0,10.0,7.8,0,1,11071022.0,13479.875806647999
Cbd Belapur,689.71,4.0,4.0,28.0,32.0,14.4,0,1,8686511.0,12594.439692044481
Belapur,569.07,2.0,1.0,8.0,36.0,3.9,1,0,9334759.0,16403.533835907707
Nerul,863.15,2.0,4.0,27.0,29.0,11.2,0,0,13071995.0,15144.52296819788
Airoli,426.14,2.0,2.0,9.0,31.0,3.5,0,1,8089450.0,18983.08067771155
Nerul,1139.39,3.0,3.0,13.0,12.0,6.4,0,1,15896538.0,13951.797014191803
Kharghar,667.31,3.0,4.0,30.0,11.0,13.4,0,0,13622946.0,20414.718796361514
Ulwe,508.53,1.0,3.0,3.0,21.0,6.0,0,0,9052660.0,17801.6242896191
Panvel,616.65,2.0,4.0,13.0,29.0,5.8,0,0,7723969.0,12525.693667396417
Nerul,202.07,2.0,3.0,14.0,23.0,1.0,1,1,1987967.0,9838.011580145494
Airoli,1494.64,2.0,4.0,6.0,38.0,8.3,0,1,23901945.0,15991.773938874912
Nerul,383.43,2.0,1.0,27.0,35.0,11.9,1,1,5444153.0,14198.557755000913
Panvel,985.76,2.0,4.0,22.0,1.0,5.3,1,0,11652792.0,11821.124817399774
Cbd Belapur,747.8,1.0,3.0,1.0,24.0,9.3,0,0,9290794.0,12424.16956405456
Ghansoli,1434.85,3.0,3.0,15.0,20.0,0.6,1,0,25209664.0,17569.546642506186
Belapur,1072.1,2.0,4.0,27.0,4.0,11.5,0,1,11258185.0,10501.058669900196
Ghansoli,1536.14,4.0,3.0,10.0,11.0,8.3,1,1,27471264.0,17883.30751103415
Panvel,1290.63,2.0,3.0,7.0,19.0,15.7,1,0,22002462.0,17047.846400595055
Kharghar,346.72,2.0,1.0,0.0,26.0,1.1,1,0,3151897.0,9090.612021227504
Ulwe,751.8,2.0,1.0,6.0,9.0,12.1,1,0,13021475.0,17320.39771215749
Vashi,872.27,2.0,3.0,26.0,24.0,2.7,1,0,11750934.0,13471.670469006156
Cbd Belapur,1012.82,3.0,3.0,16.0,9.0,14.5,0,1,15820501.0,15620.249402657924
Panvel,1264.56,2.0,3.0,18.0,39.0,4.6,0,0,16315249.0,12901.91766306067
Cbd Belapur,1042.84,3.0,3.0,28.0,16.0,11.0,0,0,10827840.0,10383.03095393349
Nerul,306.19,2.0,1.0,16.0,7.0,3.8,1,0,4023705.0,13141.203174499495
Airoli,336.28,2.0,1.0,21.0,29.0,13.5,1,1,4129277.0,12279.282145830855
Ulwe,501.93,2.0,3.0,21.0,26.0,12.9,0,0,6177770.0,12308.031000338693
Cbd Belapur,847.49,1.0,3.0,29.0,39.0,6.6,0,1,14811106.0,17476.43748008826
Panvel,538.25,4.0,3.0,11.0,30.0,0.1,0,0,10033634.0,18641.215048769158
Cbd Belapur,299.47,2.0,2.0,29.0,6.0,6.9,1,1,4691502.0,15666.016629378568
Kharghar,358.49,4.0,2.0,28.0,8.0,18.0,1,0,4672180.0,13032.943736226951
Vashi,706.56,4.0,3.0,16.0,9.0,4.8,0,1,10383574.0,14695.955049818842
Kharghar,206.2,2.0,4.0,24.0,15.0,1.8,0,0,3021560.0,14653.540252182349
Nerul,841.89,2.0,1.0,4.0,23.0,9.3,1,1,11685517.0,13880.099537944387
Panvel,1632.01,4.0,1.0,16.0,35.0,6.2,1,1,28029682.0,17174.945006464422
Nerul,1676.7,1.0,4.0,32.0,13.0,0.4,1,1,31773486.0,18950.012524601894
Nerul,831.49,2.0,4.0,22.0,3.0,1.6,0,0,11090266.0,13337.822463288794
Panvel,1246.43,2.0,3.0,10.0,14.0,2.7,0,1,15339397.0,12306.665436486604
Ghansoli,1418.72,3.0,1.0,15.0,11.0,17.0,0,0,18420918.0,12984.18151573249
Kharghar,1002.79,1.0,1.0,9.0,24.0,2.9,1,1,10342482.0,10313.706758144777
Panvel,789.05,2.0,2.0,31.0,36.0,12.6,0,0,8398839.0,10644.241809771245
Vashi,428.21,4.0,1.0,6.0,16.0,12.0,0,0,4424910.0,10333.504588869948
Belapur,1118.67,2.0,3.0,12.0,17.0,5.4,1,1,21536826.0,19252.1708814932
Vashi,549.11,3.0,2.0,1.0,4.0,3.5,1,0,8401547.0,15300.298665112636
Kharghar,750.15,1.0,3.0,34.0,5.0,7.6,0,0,9911988.0,13213.341331733654
Nerul,1154.53,3.0,3.0,25.0,5.0,16.0,1,1,14143627.0,12250.54957428564
Airoli,1006.37,1.0,2.0,6.0,39.0,8.9,0,0,9733351.0,9671.7420034381
Cbd Belapur,906.05,1.0,3.0,27.0,33.0,6.9,0,1,15007645.0,16563.815462722807
Airoli,1200.64,2.0,1.0,20.0,33.0,4.0,0,0,12782604.0,10646.491871002132
Kharghar,3761.6,2.0,3.0,8.0,38.0,0.9,0,1,42275559.0,11238.717301148448
Vashi,1119.63,2.0,1.0,17.0,8.0,8.2,0,1,14491788.0,12943.372364084562
Belapur,1561.5,2.0,3.0,5.0,32.0,7.5,0,1,18390886.0,11777.704771053473
Cbd Belapur,161.41,2.0,1.0,16.0,28.0,11.7,0,1,3139578.0,19450.950994362185
Ulwe,941.64,2.0,4.0,6.0,1.0,8.7,0,1,12455666.0,13227.630516970392
Kharghar,489.59,2.0,4.0,25.0,38.0,10.3,1,0,7571465.0,15464.90941399947
Nerul,628.27,1.0,4.0,1.0,12.0,13.4,0,0,11542185.0,18371.376955767424
Ghansoli,317.7,2.0,2.0,28.0,24.0,7.6,0,0,4234835.0,13329.666351904312
Ulwe,800.33,2.0,4.0,30.0,18.0,7.1,0,0,12211025.0,15257.487536391238
Ghansoli,1596.15,1.0,4.0,7.0,35.0,6.1,1,0,24146058.0,15127.68724743915
Ulwe,1092.49,1.0,2.0,17.0,6.0,0.5,0,0,18636619.0,17058.846305229337
